,dates,mean,var,stdev,Q5,Q25,Q75,Q95
34,2021-12-06,58.57711600608672,54.70470923618002,7.3962631940852415,46.4102630518165,53.58463835007918,63.569593662094256,70.74396896035694
35,2021-12-07,59.70519453066628,55.79676899988445,7.46972348885047,47.41749939150726,54.663131175692214,64.74725788564035,71.9928896698253
36,2021-12-08,60.73231798170412,56.793871758221016,7.536170894971863,48.335316859475405,55.645402627598116,65.81923333581013,73.12931910393283
37,2021-12-09,61.6655722505003,57.70221366513464,7.596197316100645,49.16982766551473,56.53813906213236,66.79300543886824,74.16131683548586
38,2021-12-10,62.51176591084215,58.52782427038581,7.650347983613935,49.926943477797224,57.34778102190275,67.67575079978155,75.09658834388708
39,2021-12-11,63.27739539542093,59.276522850824854,7.69912481070575,50.612335081809974,58.08048614819455,68.47430464264731,75.94245570903189
40,2021-12-12,63.9686228460864,59.95388671809135,7.742989520727208,51.23140508449014,58.74210491959553,69.19514077257726,76.70584060768266
41,2021-12-13,63.9686228460864,59.95388671809135,7.742989520727208,51.23140508449014,58.74210491959553,69.19514077257726,76.70584060768266
42,2021-12-14,63.9686228460864,59.95388671809135,7.742989520727208,51.23140508449014,58.74210491959553,69.19514077257726,76.70584060768266
43,2021-12-15,63.9686228460864,59.95388671809135,7.742989520727208,51.23140508449014,58.74210491959553,69.19514077257726,76.70584060768266
44,2021-12-16,63.61831883397192,59.60660583916904,7.720531447974876,50.91804460205325,58.406960106588876,68.82967756135496,76.3185930658906
45,2021-12-17,62.93522601034904,58.935008479509435,7.67691399453644,50.3067024893366,57.75330906403694,68.11714295666114,75.56374953136148
46,2021-12-18,61.955634293072244,57.97918154069337,7.6144061843779625,49.429936119770495,56.81591011861712,67.09535846752738,74.481332466374
47,2021-12-19,60.18627736564479,56.285290273267385,7.502352315991791,47.8449078058383,55.122189552350335,65.25036517893925,72.5276469254513
48,2021-12-20,57.80683726485528,54.041710791043236,7.351306740372301,45.71393767694285,52.84470521510398,62.768969314606586,69.89973685276772
49,2021-12-21,54.998408838199374,51.423383207207884,7.171009915430872,43.20209752731559,50.15797714528354,59.83884053111521,66.79472014908316
50,2021-12-22,51.905462231220355,48.56273232257659,6.96869660141526,40.44195632189225,47.20159202526506,56.60933243717565,63.36896814054846
51,2021-12-23,48.642435347465515,45.560506770519076,6.749852351756968,37.5389282288253,44.08628501002956,53.19858568490147,59.74594246610573
52,2021-12-24,45.29918948064617,42.49356587036529,6.51870891130792,34.57591332154464,40.89906096551332,49.69931799577902,56.0224656397477
53,2021-12-25,41.94552219129168,39.420528963931595,6.278576985586112,31.617263050002524,37.707482726021055,46.183561656562304,52.27378133258084
54,2021-12-26,38.634898104521035,36.38592265157369,6.032074489889336,28.712135568653075,34.563247823845735,42.706548385196335,48.557660640388995
55,2021-12-27,35.407530765090215,33.42326691904587,5.781285922616687,25.897315422385766,31.505162767323952,39.30989876285648,44.91774610779466
56,2021-12-28,32.29292594658153,30.55740613718027,5.527875372797425,23.19957095832977,28.56161006994327,36.024241823219796,41.386280934833295
57,2021-12-29,29.311978015813075,27.806297384329156,5.273167680278066,20.637617181755658,25.75258983162538,32.87136620000077,37.98633884987049
58,2021-12-30,26.478695406949484,25.18240389821259,5.018207239464368,18.223744498030598,23.091405520311035,29.865985293587933,34.73364631586837
59,2021-12-31,23.801618381696695,22.693796877687173,4.763800675688182,15.965166270189636,20.586052925607174,27.017183837786217,31.638070493203756
60,2022-01-01,21.284981579817426,20.345038158983765,4.510547434512109,13.865131050045008,18.240362061521754,24.3296010981131,28.704832109589844
61,2022-01-02,18.929665007723138,18.137895177353606,4.258860783983624,11.923839018070076,16.05493397853419,21.804396036912085,25.9354909973762
62,2022-01-03,16.7339697667953,16.071925108648006,4.008980557279869,10.139196750069917,14.02790789063139,19.440031642959212,23.328742783520685
63,2022-01-04,14.694248706854802,14.144955074653852,3.760977941261269,8.507439993480014,12.155588596503446,17.23290881720616,20.881057420229588
64,2022-01-05,12.805417120276203,12.353478384191051,3.514751539467769,7.023650837851723,10.43295983113546,15.177874409416948,18.587183402700685
65,2022-01-06,11.06136436207353,10.692981959189806,3.270012531962195,5.682193746995718,8.854105902999049,13.26862282114801,16.44053497715134
66,2022-01-07,9.455283765586476,9.158216703602116,3.0262545668866188,4.477095003057988,7.412561932938008,11.498005598234943,14.433472528114963
67,2022-01-08,7.979935296424403,7.743420150555581,2.782700154626003,3.402393542064628,6.101612692051851,9.858257900796955,12.557477050784177
68,2022-01-09,6.627852947043708,6.442498955410963,2.538207823526467,2.45250107734267,4.914562666163343,8.341143227924073,10.803204816744746
69,2022-01-10,5.39150683999968,5.249177481911313,2.2911083522852675,1.6226336004904152,3.8450087022071244,6.938004977792236,9.160380079508945
70,2022-01-11,4.263428315420105,4.157117718206886,2.0389011055484976,0.9094359967928267,2.8871700691748696,5.639686561665341,7.6174206340473845
71,2022-01-12,3.2363048643822765,3.160014959870318,1.7776430912504113,0.31208197927534975,2.0363957777882487,4.436213950976304,6.160527749489203
72,2022-01-13,2.303050595586098,2.251673052956698,1.5005575806868252,-0.1653666246437293,1.2901742286224909,3.315926962549705,4.771467815815925
73,2022-01-14,1.456856935244241,1.426062447705534,1.1941785660886457,-0.5075668059715812,0.6507864031344052,2.262927467354077,3.4212806764600634
74,2022-01-15,0.691227450665454,0.6773638672664903,0.8230211827568537,-0.6626423949695702,0.13568815230457776,1.2467667490263303,2.045097296300478
